PFAM	Meta	Isolate	log_odds	p	padj
PF11198	383.0	43.0	-0.24702500045759157	0.1572540504373899	0.16029010933131055
PF17802	64.0	208.0	-3.605617927146331	1.3734812198567022e-166	5.801085224958398e-166
PF01740	347.0	333.0	-2.409504662272182	4.447422229836888e-174	1.9419853082539644e-173
PF07715	2336.0	785.0	-1.3986478097768744	2.6880089677469763e-185	1.241400563037023e-184
PF00183	49.0	74.0	-2.826450999445519	3.7357832040805165e-48	5.81650427820311e-48
PF14452	439.0	49.0	-0.23884926188572447	0.15932285558402567	0.16232762873758405
PF06832	47.0	65.0	-2.738341472963867	4.249469059719566e-41	6.146647961225748e-41
PF00587	144.0	33.0	-0.9645071758978465	0.000011857035181591032	0.000012669683866989865
PF13629	61.0	62.0	-2.435368838656807	1.9915381227526854e-34	2.6588178500887864e-34
PF13337	153.0	29.0	-0.7785320332237822	0.0005922412921550128	0.0006219604528372942
PF13532	193.0	90.0	-1.6644267426963941	4.8625738827938045e-30	6.240750900403319e-30
PF00724	628.0	591.0	-2.4206705322011324	1.6198735484695464e-307	1.35358498312761e-306
PF19760	144.0	25.0	-0.6952548924158111	0.004451923044109153	0.004633430659258764
PF00698	111.0	203.0	-3.0361520712038264	9.157186444236952e-139	3.194015632126492e-138
PF19746	36.0	71.0	-3.086495505115624	1.316675121968208e-50	2.1152394940056342e-50
PF12850	276.0	189.0	-2.05596200216638	1.0967309726686798e-81	2.4639323496221885e-81
PF00117	245.0	169.0	-2.0612361310246623	1.6209074934324696e-73	3.332184165702324e-73
PF00543	74.0	38.0	-1.7623317396160292	1.3374669242866483e-14	1.532775365129691e-14
PF13338	535.0	171.0	-1.2911759016279407	3.8262808141763783e-38	5.36094712384302e-38
PF03230	381.0	217.0	-1.874421213583353	1.7896993759958483e-82	4.0679761745972166e-82
PF00805	474.0	218.0	-1.6602014305310546	7.901548267885681e-70	1.5608245430525883e-69
PF02274	27.0	92.0	-3.623852008010759	4.006654390880102e-75	8.370016321955464e-75
PF04138	144.0	89.0	-1.94491181771977	1.042203080488497e-36	1.4308733782356847e-36
PF07485	43.0	76.0	-2.98091304851396	3.327196205865649e-52	5.439181411840889e-52
PF08751	11704.0	784.0	0.32662459612768424	2.5551880289272796e-18	3.005418628454719e-18
PF00975	148.0	400.0	-3.451443067556362	1.445603159308113e-306	1.1993343353831238e-305
PF03060	279.0	316.0	-2.5732376964421926	6.1663826701362056e-179	2.7547128736012315e-178
PF16350	40.0	80.0	-3.102703588320498	4.4156263090518414e-57	7.620728020748461e-57
PF13835	107.0	14.0	-0.4388615636056543	0.18321956597019473	0.18651141619139452
PF01315	299.0	379.0	-2.693433025477023	1.2459744291632523e-225	6.891425235586274e-225
PF04140	123.0	184.0	-2.834070031086508	3.127515991652114e-117	9.398731757578086e-117
PF16197	82.0	161.0	-3.1002901653012573	7.928009943780074e-113	2.2877971552051068e-112
PF03869	99.0	58.0	-1.8908335010653405	1.3196726801598694e-23	1.611776885389788e-23
PF13473	105.0	183.0	-2.9855606959087257	3.5361297200483895e-123	1.1130663061886732e-122
PF13589	889.0	228.0	-1.0735967129475186	1.3027753844406863e-37	1.8121839629076132e-37
PF06532	86.0	102.0	-2.592906640712272	1.00877880167102e-59	1.780693887752112e-59
PF05472	125.0	27.0	-0.9102698977721786	0.00014663474146249953	0.00015497384186414305
PF03472	1040.0	474.0	-1.6765891408713085	2.486635578136521e-150	9.438651058841729e-150
PF03403	3.0	119.0	-5.828277720969322	7.893030642143091e-125	2.529035887130814e-124
PF20590	200.0	23.0	-0.2877769239874523	0.2701777290369366	0.2739514904202548
PF03389	3669.0	672.0	-0.7614719473823809	1.4492991414610824e-58	2.5313698538451837e-58
PF06750	118.0	22.0	-0.7701778689512	0.003017455922417426	0.0031447061946055094
PF13482	321.0	63.0	-0.800981946243013	1.8458687091004893e-7	1.99997808360095e-7
PF05509	101.0	59.0	-1.8879405210039915	6.14024319116151e-24	7.523093319128791e-24
PF03776	83.0	75.0	-2.320667096269577	5.52212277223565e-39	7.802853527921784e-39
PF07669	236.0	83.0	-1.3828365270417484	2.026201061541979e-21	2.442586956908156e-21
PF08501	172.0	175.0	-2.449518216589223	1.6132587822946842e-94	4.0823531059592065e-94
PF20030	61.0	88.0	-2.784105908918737	5.178440071921674e-56	8.806380883655965e-56
PF00994	112.0	55.0	-1.715917395589218	9.233017055682662e-20	1.0993489810533482e-19
PF01547	1094.0	1208.0	-2.6610657863092344	0.0	0.0
PF07886	44.0	61.0	-2.7398940511164263	1.067249809606402e-38	1.5034695619864598e-38
PF11902	36.0	69.0	-3.058075879869937	8.675681169549205e-49	1.3654205526329812e-48
PF09130	45.0	87.0	-3.0713425634958726	2.669833224467358e-61	4.770786600336671e-61
PF00226	237.0	184.0	-2.1808367520402943	6.284032860892386e-86	1.4612420756609623e-85
PF16355	86.0	19.0	-0.9436109634130656	0.001001827097641693	0.00105020051797006
PF01346	100.0	7.0	0.12351938711950343	0.723203024258857	0.728218736607423
PF09827	93.0	46.0	-1.723896385857546	7.132808444843741e-17	8.326388953453272e-17
PF04226	103.0	61.0	-1.9015389470261868	6.259872528631952e-25	7.726718323066963e-25
PF03447	85.0	233.0	-3.441596011289842	4.572905142065892e-179	2.0467935732214002e-178
PF05488	252.0	181.0	-2.1028248871073654	1.1361126317916592e-80	2.525540328853612e-80
PF04221	251.0	194.0	-2.1774335092448167	2.6883252538934447e-90	6.478194569288871e-90
PF02515	741.0	586.0	-2.2450473310253556	4.2937336536378435e-277	3.0409583162807045e-276
PF12835	218.0	126.0	-1.8807710832145705	5.6796855700504895e-49	8.969347096687482e-49
PF05954	248.0	255.0	-2.469374300768972	5.2600071051115073e-138	1.8291910935889268e-137
PF00563	1141.0	796.0	-2.1436273330144027	0.0	0.0
PF19472	54.0	73.0	-2.7175410605930685	1.4576205927230574e-45	2.2102171259110067e-45
PF00815	94.0	63.0	-2.024146979442752	7.346796436231629e-28	9.240177650983257e-28
PF14542	73.0	57.0	-2.174998810496349	9.484586715999452e-28	1.1916005917396824e-27
PF13607	196.0	232.0	-2.60712341234682	4.332794209431746e-134	1.4867180130738474e-133
PF13660	42.0	105.0	-3.327165733027698	2.1342310682658282e-79	4.6860290846706225e-79
PF04945	226.0	190.0	-2.2609545440627934	8.072500929947781e-93	1.9885916924993313e-92
PF01699	96.0	103.0	-2.493783400893079	1.229186099800662e-57	2.1308950073409985e-57
PF00577	285.0	171.0	-1.9220844343676309	9.79501162317054e-68	1.8914224439422415e-67
PF01548	1665.0	983.0	-1.9968590778327533	0.0	0.0
PF02374	60.0	1275.0	-5.623896799153053	0.0	0.0
PF00672	1087.0	1192.0	-2.6519105664869773	0.0	0.0
PF13296	163.0	106.0	-1.996714770485748	6.380371689198485e-45	9.636933312098883e-45
PF13580	51.0	125.0	-3.312375803709659	9.207279173406331e-94	2.2973694435900005e-93
PF13470	592.0	137.0	-0.9649577613780799	8.344571525491155e-20	9.940738283956899e-20
PF07519	131.0	99.0	-2.1455938183280048	3.6479745697536784e-46	5.556881918385439e-46
PF13520	673.0	583.0	-2.3363991172324075	3.27517116465334e-290	2.5192790117515593e-289
PF01546	669.0	735.0	-2.594193754004667	0.0	0.0
PF01842	101.0	107.0	-2.4817082535366564	1.829690074595157e-59	3.219977305518598e-59
PF13431	987.0	492.0	-1.7689981159450503	1.752235734412589e-168	7.468703873468706e-168
PF18895	179.0	96.0	-1.8040818849325424	1.1246820199573277e-35	1.5234031092483222e-35
PF12832	198.0	454.0	-3.2949237815275962	0.0	0.0
PF00529	380.0	530.0	-2.807898808328493	0.0	0.0
PF13340	770.0	722.0	-2.4330714322050375	0.0	0.0
PF00174	235.0	287.0	-2.6450136543677276	4.698966212941752e-168	1.9955573149293765e-167
PF13365	691.0	414.0	-1.9459466686933051	6.281560929269476e-163	2.587245751541311e-162
PF07521	68.0	122.0	-3.004859175117077	2.4205665235551154e-83	5.545341256625772e-83
PF13519	154.0	212.0	-2.75507271800596	1.2391027035017112e-130	4.123833209504979e-130
PF01270	50.0	61.0	-2.6146685341039495	9.20387258891738e-37	1.2651240250920162e-36
PF17831	69.0	81.0	-2.5798707362643274	1.5881845979638905e-47	2.454659228922234e-47
PF14602	72.0	202.0	-3.4595708743307076	3.0574909849625763e-156	1.2161903352856275e-155
PF18847	49.0	90.0	-3.0218161103747048	2.4692038539151883e-62	4.463782531241232e-62
PF09828	100.0	82.0	-2.2251598287346948	2.4884057692207902e-40	3.561655330807083e-40
PF05425	134.0	237.0	-3.0075969434919867	4.467691247864174e-160	1.8207801348751714e-159
PF00694	125.0	175.0	-2.767039021935767	9.800010859276813e-109	2.7296672932973665e-108
PF00135	281.0	279.0	-2.4372374919604445	2.239117245667123e-148	8.322350978695564e-148
PF05067	82.0	86.0	-2.4691988653947807	7.276257453353835e-48	1.1298627048222565e-47
PF14742	44.0	93.0	-3.160038569952114	3.1006880354872865e-67	5.962664160957754e-67
PF16259	799.0	289.0	-1.425161170582687	3.584280775212002e-73	7.342402328763211e-73
PF04956	9705.0	916.0	-0.05946720023330002	0.111918053596925	0.11437995534784724
PF01514	208.0	97.0	-1.664768214169201	2.9638812797789575e-32	3.8636903551776195e-32
PF00359	56.0	114.0	-3.1277870068161397	3.5778669406896514e-81	8.007114550310269e-81
PF01451	353.0	355.0	-2.45897458557634	4.951238272537859e-190	2.36175082281426e-189
PF18741	283.0	99.0	-1.3777556582394335	4.213045942288284e-25	5.21134490092422e-25
PF00771	170.0	97.0	-1.8658549567423517	1.0452771870214796e-37	1.456616020066525e-37
PF03544	305.0	121.0	-1.504507245123522	1.8804477381178307e-34	2.51194945120628e-34
PF17853	103.0	112.0	-2.50815081644797	6.221307617368354e-63	1.1326095294002107e-62
PF18267	41.0	92.0	-3.2182425428268564	1.0747796034332695e-67	2.0719610114319378e-67
PF00425	88.0	80.0	-2.3271322867868154	1.3093324118364764e-41	1.9021758553446746e-41
PF02803	656.0	598.0	-2.389496092826328	4.3376413454875396e-306	3.5858864219101615e-305
PF02423	276.0	329.0	-2.625907569307902	1.2413561054047037e-190	5.957996348874229e-190
PF01058	56.0	96.0	-2.9553147859824276	6.956043491528608e-65	1.2989460635708165e-64
PF19570	496.0	162.0	-1.3122730670844478	3.902560061816728e-37	5.405871808944698e-37
PF02615	148.0	231.0	-2.882476231092267	2.698410832332419e-149	1.0143055604382216e-148
PF00419	294.0	120.0	-1.5328824551163587	4.0891240393655015e-35	5.503496606863303e-35
PF18967	140.0	95.0	-2.038216530827443	1.5305882255272218e-41	2.2222227799373352e-41
PF13018	72.0	71.0	-2.406576936666315	1.2302233104931739e-38	1.7320053031973595e-38
PF03595	75.0	106.0	-2.76679886787555	1.2234554560227275e-66	2.3372426187013122e-66
PF18765	175.0	293.0	-2.9604068101845016	4.0801380517849443e-194	1.9912102298942073e-193
PF11798	38.0	225.0	-4.197081224242453	1.844238666680859e-201	9.233117290300938e-201
PF03170	51.0	51.0	-2.4181093832517946	2.256878330339554e-28	2.853962091115288e-28
PF13488	41.0	107.0	-3.369649013285396	8.396285168562273e-82	1.8899777564505966e-81
PF01728	36.0	84.0	-3.2540997044087714	1.2875611744677238e-62	2.3367223502254082e-62
PF02446	63.0	74.0	-2.579443838048502	1.4627714334971027e-43	2.168486305050268e-43
PF09686	421.0	59.0	-0.46438334183359475	0.001982071456964999	0.0020712334658253228
PF08669	117.0	194.0	-2.937640840135391	2.7874032289029215e-128	9.107085373757366e-128
PF00908	83.0	129.0	-2.864216830614994	9.672461211271203e-84	2.2180777289025674e-83
PF13702	77.0	359.0	-3.98627530254465	3.153165695429194e-309	2.6635650583570973e-308
PF08798	44.0	111.0	-3.3374930821180695	4.658966800277571e-84	1.0715623640638414e-83
PF13609	366.0	435.0	-2.6358775323383528	4.290094106929926e-252	2.7229203853547043e-251
PF00251	56.0	110.0	-3.091884306219683	1.6356500338829181e-77	3.518162063620388e-77
PF02800	83.0	43.0	-1.7701527203072622	1.991121699169615e-16	2.3138447759734944e-16
PF13205	64.0	95.0	-2.813406629534197	5.283039714589846e-61	9.411427344319182e-61
PF06406	139.0	57.0	-1.5367087482269568	1.4002849571582774e-17	1.64368971979721e-17
PF05513	60.0	64.0	-2.4831407849673997	2.7030836688967577e-36	3.6871775471797815e-36
PF13202	88.0	123.0	-2.758338244706411	9.199053047707235e-77	1.9640992858294034e-76
PF13418	184.0	25.0	-0.45119243882628685	0.057489296217520885	0.05890941116599074
PF07283	184.0	56.0	-1.2399869804395434	7.97015989475025e-13	9.009577340878264e-13
PF07514	642.0	208.0	-1.307498718753819	7.684072341508828e-47	1.181343484402714e-46
PF09818	0.0	395.0	-8.443794426975211	0.0	0.0
PF13459	72.0	188.0	-3.3863389205425953	7.962052715204017e-143	2.8455151472952202e-142
PF18135	186.0	46.0	-1.0350678261201225	2.3029124337556176e-8	2.5186749452044724e-8
PF07338	77.0	32.0	-1.5552840998965305	1.1845397850608135e-10	1.3147089922103535e-10
PF13924	94.0	56.0	-1.9074463617222877	4.1658903012293267e-23	5.066682287830223e-23
PF00850	92.0	76.0	-2.2319845001940952	1.203712560489932e-37	1.6763934520492279e-37
PF04546	50.0	54.0	-2.493999080642315	4.900544297009503e-31	6.327940190079531e-31
PF07885	189.0	152.0	-2.2126542879055817	1.1280607495059406e-72	2.2986711588616664e-72
PF02734	83.0	176.0	-3.1787493252714305	3.451335390495895e-126	1.1197558815812799e-125
PF02909	149.0	118.0	-2.1938951823557664	3.0351734281542954e-56	5.172933142775075e-56
PF13784	253.0	66.0	-1.0851334155992165	4.150666644302978e-12	4.6624751521836645e-12
PF05860	148.0	137.0	-2.3511087416330465	7.611018533647302e-71	1.5202404173398695e-70
PF01266	1055.0	1661.0	-3.0841530882881734	0.0	0.0
PF03524	11229.0	994.0	0.012911033783630583	0.7117864531731248	0.7170337947619987
PF13437	2101.0	1491.0	-2.2499463525556562	0.0	0.0
PF09228	67.0	95.0	-2.768254399689756	5.963272831849948e-60	1.0534359534895383e-59
PF04657	80.0	84.0	-2.470105524649149	8.202948146380394e-47	1.2602809883625434e-46
PF01636	788.0	642.0	-2.2817221076131142	2.208686433543984e-309	1.879406075136511e-308
PF02557	49.0	75.0	-2.839820671447487	5.034227517401014e-49	7.96086488966818e-49
PF13386	56.0	100.0	-2.996224021087249	1.8410865991489862e-68	3.578949096086272e-68
PF05226	87.0	71.0	-2.21953944129478	4.890154709177438e-35	6.573975341099068e-35
PF05199	719.0	690.0	-2.4524701903360353	0.0	0.0
PF12730	29.0	169.0	-4.167707654895601	3.9472335659790494e-151	1.5081288772646925e-150
PF13359	211.0	204.0	-2.4019922448337745	3.042336022278381e-107	8.353837564719478e-107
PF12615	61.0	61.0	-2.4192443634383927	1.230528243569036e-33	1.6315736928144238e-33
PF02036	24.0	86.0	-3.6697708633736017	4.54988261005798e-71	9.103684154319283e-71
PF13564	135.0	101.0	-2.1357499644902846	8.707457646794101e-47	1.3369084014211961e-46
PF13166	123.0	72.0	-1.8901240455074695	6.583004553591029e-29	8.370180392989579e-29
PF07592	77.0	45.0	-1.8890241653577955	1.2455064754532062e-18	1.4679409144991364e-18
PF05638	196.0	175.0	-2.319343919960471	1.969046948718238e-88	4.6626871170973156e-88
PF20466	253.0	64.0	-1.0545792689285032	2.0145237689583134e-11	2.250956573011141e-11
PF13463	191.0	711.0	-3.8128477111227586	0.0	0.0
PF05496	123.0	84.0	-2.0438101802532516	4.626730669773987e-37	6.401367091057159e-37
PF02782	234.0	371.0	-2.9160297161747786	3.542122963727086e-241	2.0884141230299546e-240
PF03432	2973.0	742.0	-1.0882028524455147	2.6346765859656457e-117	7.948511310647006e-117
PF12161	929.0	153.0	-0.622920821887004	7.256839312611017e-11	8.061997954660636e-11
PF01627	198.0	184.0	-2.3602299192385727	6.809032690195382e-95	1.7286757310736474e-94
PF01175	56.0	90.0	-2.8907143655408047	1.4347115732296255e-59	2.528706361617921e-59
PF03129	90.0	20.0	-0.9475293023333407	0.000692844929689702	0.0007269551814223929
PF12729	294.0	406.0	-2.7824458706684125	1.738121420483302e-250	1.079587181760083e-249
PF10551	12.0	110.0	-4.57044196525444	1.067732447026186e-104	2.8774274645496865e-104
PF13751	365.0	301.0	-2.2540437759777423	5.063626333293885e-145	1.8408143931520648e-144
PF00614	151.0	230.0	-2.858062487439055	2.598791152488329e-147	9.628376151882597e-147
PF06586	622.0	301.0	-1.7192830619460322	2.2949847286804816e-100	6.065130289789259e-100
PF01935	373.0	609.0	-2.9757272023867163	0.0	0.0
PF10009	131.0	60.0	-1.646439692954135	2.9684764112360686e-20	3.5545209810831895e-20
PF07275	157.0	41.0	-1.0908023062846777	3.344026891825732e-8	3.652174174758428e-8
PF09250	826.0	143.0	-0.673053283647851	1.2430907824497564e-11	1.3903225265434685e-11
PF01165	51.0	56.0	-2.510536583882935	2.2771912020294384e-32	2.971862450738419e-32
PF13145	88.0	126.0	-2.782619957806821	2.4273315465011435e-79	5.32454313741469e-79
PF13628	258.0	336.0	-2.7151876300934368	3.212301863500954e-202	1.6151898763880337e-201
PF13195	129.0	34.0	-1.1029818037771362	3.948356487517648e-7	4.2680465893455077e-7
PF10609	686.0	1748.0	-3.58283772421047	0.0	0.0
PF00111	758.0	1041.0	-2.858674213797378	0.0	0.0
PF00535	876.0	959.0	-2.6193151076290127	0.0	0.0
PF14338	184.0	29.0	-0.5947876640135789	0.008058993060801087	0.008353878125944188
PF02441	268.0	164.0	-1.9411198407355248	6.417360062292353e-66	1.215948403320158e-65
PF00044	81.0	34.0	-1.5643180202915346	2.5520515747518046e-11	2.8501999077636738e-11
PF01734	691.0	307.0	-1.6339197592653096	4.848756996304449e-95	1.2336979739775724e-94
PF08681	408.0	194.0	-1.6914160157252356	4.5260611757952595e-64	8.357742536861994e-64
PF01575	485.0	376.0	-2.2006374947754246	7.285521522659458e-175	3.1932578296486647e-174
PF10604	388.0	387.0	-2.4545272226746193	2.1201997170816837e-206	1.0944942095068336e-205
PF01227	75.0	63.0	-2.2474939636195557	9.310111893729819e-32	1.2075594600298364e-31
PF13670	42.0	93.0	-3.2055217773114206	3.723958250597284e-68	7.227030088669583e-68
PF05662	77.0	167.0	-3.199599797522708	1.3455343410811511e-120	4.178711596699885e-120
PF19776	139.0	91.0	-2.0022859657188032	5.922850012553481e-39	8.364000352074004e-39
PF13854	100.0	12.0	-0.3626023306229493	0.3033594917918139	0.3070606097744591
PF03693	281.0	282.0	-2.4482789460068384	9.103692569144705e-151	3.466865219364451e-150
PF15617	54.0	150.0	-3.4403941558814863	5.416360820641455e-116	1.60897777319055e-115
PF07683	137.0	227.0	-2.9413879649399526	6.385540877666382e-150	2.4080538082498383e-149
PF07687	522.0	673.0	-2.7471216053295486	0.0	0.0
PF00872	422.0	526.0	-2.6947712875936847	7.545922726636e-312	6.5164232319614e-311
PF13546	267.0	288.0	-2.521101512478266	1.9781155422640793e-159	8.019480636438841e-159
PF01555	3465.0	431.0	-0.34569776787532425	3.099147461588246e-10	3.424985515351806e-10
PF20239	97.0	52.0	-1.8030681276242035	4.8755803409040656e-20	5.823122432863828e-20
PF07944	35.0	65.0	-3.026147378949328	1.3734250859673377e-45	2.0839101728949222e-45
PF13518	746.0	1186.0	-3.0258343573229274	0.0	0.0
PF14501	29.0	375.0	-4.987862838504493	0.0	0.0
PF12172	90.0	142.0	-2.881041991775619	1.4955385398086345e-92	3.672448232532197e-92
PF03797	372.0	266.0	-2.107359292039032	9.02584740839508e-118	2.7336432242114435e-117
PF11843	1463.0	186.0	-0.36150857360037114	0.00001354772143692735	0.000014462939750910954
PF01872	372.0	242.0	-2.0101093480041965	7.491749999128043e-101	1.9866821059331559e-100
PF10671	578.0	178.0	-1.2543053916940172	6.46088217949164e-38	9.014191773548998e-38
PF00282	120.0	170.0	-2.7781329361883853	3.7413611632739333e-106	1.018895894757954e-105
PF16970	46.0	67.0	-2.78950674804378	3.69255470600776e-43	5.4566186908753344e-43
PF13148	146.0	24.0	-0.6421899231842786	0.010853882665080833	0.01122099218112273
PF00196	3715.0	1834.0	-1.9220804950323125	0.0	0.0
PF00150	116.0	111.0	-2.3812133955549344	1.1716665473236115e-58	2.049534178789721e-58
PF13304	529.0	2227.0	-4.1647191561478865	0.0	0.0
PF00497	872.0	1054.0	-2.731716684455732	0.0	0.0
PF08125	113.0	127.0	-2.5427573647854085	2.984588320914298e-72	6.049911578956295e-72
PF00420	27.0	78.0	-3.4589539735405914	1.5150824709675255e-61	2.7198891654231544e-61
PF03972	210.0	282.0	-2.7391071347025755	7.545817564683043e-172	3.282571948082155e-171
PF13424	1915.0	823.0	-1.6544841802432861	9.089093688068422e-251	5.706476929022417e-250
PF01418	221.0	328.0	-2.8446877484173263	6.088460854635197e-208	3.164092743918918e-207
PF01336	283.0	268.0	-2.3886628140329784	3.624634510844496e-139	1.2719072460259463e-138
PF13977	170.0	229.0	-2.7356067975066987	8.117298196639213e-140	2.861378408314551e-139
PF01327	74.0	41.0	-1.8368104435809285	1.6790465680537713e-16	1.9531423022478273e-16
PF07681	399.0	367.0	-2.3710043224509394	9.693847429521306e-188	4.530947198949295e-187
PF13676	1287.0	173.0	-0.41787261791137414	1.4626033742085894e-6	1.5773573065397182e-6
