KO	pathway	pathway_description
K15013	map00061	Fatty acid biosynthesis
K16363	map00061	Fatty acid biosynthesis
K18472	map00061	Fatty acid biosynthesis
K18473	map00061	Fatty acid biosynthesis
K18474	map00061	Fatty acid biosynthesis
K18660	map00061	Fatty acid biosynthesis
K22540	map00061	Fatty acid biosynthesis
K22541	map00061	Fatty acid biosynthesis
K00022	map00062	Fatty acid elongation
K01068	map00062	Fatty acid elongation
K01074	map00062	Fatty acid elongation
K07508	map00062	Fatty acid elongation
K07509	map00062	Fatty acid elongation
K07511	map00062	Fatty acid elongation
K07512	map00062	Fatty acid elongation
K07515	map00062	Fatty acid elongation
K10203	map00062	Fatty acid elongation
K10205	map00062	Fatty acid elongation
K10244	map00062	Fatty acid elongation
K10245	map00062	Fatty acid elongation
K10246	map00062	Fatty acid elongation
K10247	map00062	Fatty acid elongation
K10248	map00062	Fatty acid elongation
K10249	map00062	Fatty acid elongation
K10250	map00062	Fatty acid elongation
K10251	map00062	Fatty acid elongation
K10258	map00062	Fatty acid elongation
K10703	map00062	Fatty acid elongation
K15397	map00062	Fatty acid elongation
K16339	map00062	Fatty acid elongation
K17360	map00062	Fatty acid elongation
K22554	map00062	Fatty acid elongation
K00001	map00071	Fatty acid degradation
K00022	map00071	Fatty acid degradation
K00121	map00071	Fatty acid degradation
K00128	map00071	Fatty acid degradation
K00149	map00071	Fatty acid degradation
K00232	map00071	Fatty acid degradation
K00248	map00071	Fatty acid degradation
K00249	map00071	Fatty acid degradation
K00252	map00071	Fatty acid degradation
K00255	map00071	Fatty acid degradation
K00496	map00071	Fatty acid degradation
K00529	map00071	Fatty acid degradation
K00530	map00071	Fatty acid degradation
K00626	map00071	Fatty acid degradation
K00632	map00071	Fatty acid degradation
K01692	map00071	Fatty acid degradation
K01782	map00071	Fatty acid degradation
K01825	map00071	Fatty acid degradation
K01897	map00071	Fatty acid degradation
K01909	map00071	Fatty acid degradation
K04072	map00071	Fatty acid degradation
K05297	map00071	Fatty acid degradation
K05939	map00071	Fatty acid degradation
K06445	map00071	Fatty acid degradation
K07422	map00071	Fatty acid degradation
K07425	map00071	Fatty acid degradation
K07508	map00071	Fatty acid degradation
K07509	map00071	Fatty acid degradation
K07511	map00071	Fatty acid degradation
K07513	map00071	Fatty acid degradation
K07514	map00071	Fatty acid degradation
K07515	map00071	Fatty acid degradation
K07516	map00071	Fatty acid degradation
K07517	map00071	Fatty acid degradation
K08765	map00071	Fatty acid degradation
K08766	map00071	Fatty acid degradation
K09478	map00071	Fatty acid degradation
K09479	map00071	Fatty acid degradation
K10527	map00071	Fatty acid degradation
K13238	map00071	Fatty acid degradation
K13239	map00071	Fatty acid degradation
K13767	map00071	Fatty acid degradation
K13951	map00071	Fatty acid degradation
K13952	map00071	Fatty acid degradation
K13953	map00071	Fatty acid degradation
K13954	map00071	Fatty acid degradation
K13980	map00071	Fatty acid degradation
K14085	map00071	Fatty acid degradation
K14338	map00071	Fatty acid degradation
K15013	map00071	Fatty acid degradation
K15401	map00071	Fatty acid degradation
K18857	map00071	Fatty acid degradation
K18880	map00071	Fatty acid degradation
K19523	map00071	Fatty acid degradation
K19524	map00071	Fatty acid degradation
K20495	map00071	Fatty acid degradation
K21738	map00071	Fatty acid degradation
K22567	map00071	Fatty acid degradation
K22887	map00071	Fatty acid degradation
K13356	map00073	Cutin, suberine and wax biosynthesis
K13407	map00073	Cutin, suberine and wax biosynthesis
K15398	map00073	Cutin, suberine and wax biosynthesis
K15400	map00073	Cutin, suberine and wax biosynthesis
K15401	map00073	Cutin, suberine and wax biosynthesis
K15402	map00073	Cutin, suberine and wax biosynthesis
K15403	map00073	Cutin, suberine and wax biosynthesis
K15404	map00073	Cutin, suberine and wax biosynthesis
K15405	map00073	Cutin, suberine and wax biosynthesis
K15406	map00073	Cutin, suberine and wax biosynthesis
K17991	map00073	Cutin, suberine and wax biosynthesis
K20495	map00073	Cutin, suberine and wax biosynthesis
K20769	map00073	Cutin, suberine and wax biosynthesis
K21995	map00073	Cutin, suberine and wax biosynthesis
K00213	map00100	Steroid biosynthesis
K00222	map00100	Steroid biosynthesis
K00223	map00100	Steroid biosynthesis
K00227	map00100	Steroid biosynthesis
K00511	map00100	Steroid biosynthesis
K00559	map00100	Steroid biosynthesis
K00637	map00100	Steroid biosynthesis
K00801	map00100	Steroid biosynthesis
K01052	map00100	Steroid biosynthesis
K01824	map00100	Steroid biosynthesis
K01852	map00100	Steroid biosynthesis
K01853	map00100	Steroid biosynthesis
K05917	map00100	Steroid biosynthesis
K07419	map00100	Steroid biosynthesis
K07436	map00100	Steroid biosynthesis
K07438	map00100	Steroid biosynthesis
K07748	map00100	Steroid biosynthesis
K07750	map00100	Steroid biosynthesis
K08242	map00100	Steroid biosynthesis
K08246	map00100	Steroid biosynthesis
K09827	map00100	Steroid biosynthesis
K09828	map00100	Steroid biosynthesis
K09829	map00100	Steroid biosynthesis
K09831	map00100	Steroid biosynthesis
K09832	map00100	Steroid biosynthesis
K12298	map00100	Steroid biosynthesis
K13373	map00100	Steroid biosynthesis
K14423	map00100	Steroid biosynthesis
K14424	map00100	Steroid biosynthesis
K14674	map00100	Steroid biosynthesis
K19532	map00100	Steroid biosynthesis
K21146	map00100	Steroid biosynthesis
K23485	map00100	Steroid biosynthesis
K23558	map00100	Steroid biosynthesis
K00037	map00120	Primary bile acid biosynthesis
K00251	map00120	Primary bile acid biosynthesis
K00488	map00120	Primary bile acid biosynthesis
K00489	map00120	Primary bile acid biosynthesis
K00659	map00120	Primary bile acid biosynthesis
K01442	map00120	Primary bile acid biosynthesis
K01796	map00120	Primary bile acid biosynthesis
K07430	map00120	Primary bile acid biosynthesis
K07431	map00120	Primary bile acid biosynthesis
K07439	map00120	Primary bile acid biosynthesis
K07440	map00120	Primary bile acid biosynthesis
K08748	map00120	Primary bile acid biosynthesis
K08764	map00120	Primary bile acid biosynthesis
K10214	map00120	Primary bile acid biosynthesis
K10223	map00120	Primary bile acid biosynthesis
K11992	map00120	Primary bile acid biosynthesis
K12405	map00120	Primary bile acid biosynthesis
K12408	map00120	Primary bile acid biosynthesis
K00076	map00121	Secondary bile acid biosynthesis
K01442	map00121	Secondary bile acid biosynthesis
K07007	map00121	Secondary bile acid biosynthesis
K15868	map00121	Secondary bile acid biosynthesis
K15869	map00121	Secondary bile acid biosynthesis
K15870	map00121	Secondary bile acid biosynthesis
K15871	map00121	Secondary bile acid biosynthesis
K15872	map00121	Secondary bile acid biosynthesis
K15873	map00121	Secondary bile acid biosynthesis
K15874	map00121	Secondary bile acid biosynthesis
K22604	map00121	Secondary bile acid biosynthesis
K22605	map00121	Secondary bile acid biosynthesis
K22606	map00121	Secondary bile acid biosynthesis
K22607	map00121	Secondary bile acid biosynthesis
K23231	map00121	Secondary bile acid biosynthesis
K00355	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00457	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00487	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00568	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00591	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00815	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00838	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01075	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01661	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01851	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01904	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K01911	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02361	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02548	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02549	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02551	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K02552	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03179	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03181	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03182	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03183	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03184	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03185	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03186	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03809	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K05357	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K05928	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K06125	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K06126	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K06127	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K06134	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K08680	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K09833	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K09834	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K10106	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K11782	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K11783	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K11784	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K11785	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K12073	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K12501	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K12502	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K13565	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K14759	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K14760	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K17872	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18240	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18284	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18285	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18286	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18534	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18606	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K18800	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K19222	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K19267	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K20810	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K23094	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K23095	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K24441	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K00037	map00140	Steroid hormone biosynthesis
K00038	map00140	Steroid hormone biosynthesis
K00044	map00140	Steroid hormone biosynthesis
K00070	map00140	Steroid hormone biosynthesis
K00071	map00140	Steroid hormone biosynthesis
K00089	map00140	Steroid hormone biosynthesis
K00212	map00140	Steroid hormone biosynthesis
K00251	map00140	Steroid hormone biosynthesis
K00489	map00140	Steroid hormone biosynthesis
K00497	map00140	Steroid hormone biosynthesis
K00498	map00140	Steroid hormone biosynthesis
K00512	map00140	Steroid hormone biosynthesis
K00513	map00140	Steroid hormone biosynthesis
K00545	map00140	Steroid hormone biosynthesis
K00699	map00140	Steroid hormone biosynthesis
K01015	map00140	Steroid hormone biosynthesis
K01016	map00140	Steroid hormone biosynthesis
K01131	map00140	Steroid hormone biosynthesis
K04119	map00140	Steroid hormone biosynthesis
K05295	map00140	Steroid hormone biosynthesis
K07408	map00140	Steroid hormone biosynthesis
K07409	map00140	Steroid hormone biosynthesis
K07410	map00140	Steroid hormone biosynthesis
K07412	map00140	Steroid hormone biosynthesis
K07413	map00140	Steroid hormone biosynthesis
K07414	map00140	Steroid hormone biosynthesis
K07415	map00140	Steroid hormone biosynthesis
K07424	map00140	Steroid hormone biosynthesis
K07430	map00140	Steroid hormone biosynthesis
K07433	map00140	Steroid hormone biosynthesis
K07434	map00140	Steroid hormone biosynthesis
K10207	map00140	Steroid hormone biosynthesis
K10251	map00140	Steroid hormone biosynthesis
K12343	map00140	Steroid hormone biosynthesis
K12344	map00140	Steroid hormone biosynthesis
K12345	map00140	Steroid hormone biosynthesis
K13368	map00140	Steroid hormone biosynthesis
K13369	map00140	Steroid hormone biosynthesis
K13370	map00140	Steroid hormone biosynthesis
K13373	map00140	Steroid hormone biosynthesis
K15680	map00140	Steroid hormone biosynthesis
K17689	map00140	Steroid hormone biosynthesis
K17690	map00140	Steroid hormone biosynthesis
K17691	map00140	Steroid hormone biosynthesis
K22970	map00140	Steroid hormone biosynthesis
K25779	map00140	Steroid hormone biosynthesis
K00233	map00190	Oxidative phosphorylation
K00234	map00190	Oxidative phosphorylation
K00235	map00190	Oxidative phosphorylation
K00236	map00190	Oxidative phosphorylation
K00237	map00190	Oxidative phosphorylation
K00239	map00190	Oxidative phosphorylation
K00240	map00190	Oxidative phosphorylation
K00241	map00190	Oxidative phosphorylation
K00242	map00190	Oxidative phosphorylation
K00244	map00190	Oxidative phosphorylation
K00245	map00190	Oxidative phosphorylation
K00246	map00190	Oxidative phosphorylation
K00247	map00190	Oxidative phosphorylation
K00330	map00190	Oxidative phosphorylation
K00331	map00190	Oxidative phosphorylation
K00332	map00190	Oxidative phosphorylation
K00333	map00190	Oxidative phosphorylation
K00334	map00190	Oxidative phosphorylation
K00335	map00190	Oxidative phosphorylation
K00336	map00190	Oxidative phosphorylation
K00337	map00190	Oxidative phosphorylation
K00338	map00190	Oxidative phosphorylation
K00339	map00190	Oxidative phosphorylation
K00340	map00190	Oxidative phosphorylation
K00341	map00190	Oxidative phosphorylation
K00342	map00190	Oxidative phosphorylation
K00343	map00190	Oxidative phosphorylation
K00404	map00190	Oxidative phosphorylation
K00405	map00190	Oxidative phosphorylation
K00406	map00190	Oxidative phosphorylation
K00407	map00190	Oxidative phosphorylation
K00410	map00190	Oxidative phosphorylation
K00411	map00190	Oxidative phosphorylation
K00412	map00190	Oxidative phosphorylation
K00413	map00190	Oxidative phosphorylation
K00414	map00190	Oxidative phosphorylation
K00415	map00190	Oxidative phosphorylation
K00416	map00190	Oxidative phosphorylation
K00417	map00190	Oxidative phosphorylation
K00418	map00190	Oxidative phosphorylation
K00419	map00190	Oxidative phosphorylation
K00420	map00190	Oxidative phosphorylation
K00424	map00190	Oxidative phosphorylation
K00425	map00190	Oxidative phosphorylation
K00426	map00190	Oxidative phosphorylation
K00937	map00190	Oxidative phosphorylation
K01507	map00190	Oxidative phosphorylation
K01535	map00190	Oxidative phosphorylation
K01542	map00190	Oxidative phosphorylation
K01543	map00190	Oxidative phosphorylation
K01544	map00190	Oxidative phosphorylation
K01549	map00190	Oxidative phosphorylation
K02107	map00190	Oxidative phosphorylation
K02108	map00190	Oxidative phosphorylation
K02109	map00190	Oxidative phosphorylation
K02110	map00190	Oxidative phosphorylation
K02111	map00190	Oxidative phosphorylation
K02112	map00190	Oxidative phosphorylation
K02113	map00190	Oxidative phosphorylation
K02114	map00190	Oxidative phosphorylation
K02115	map00190	Oxidative phosphorylation
K02117	map00190	Oxidative phosphorylation
K02118	map00190	Oxidative phosphorylation
